id,judul,penulis,penerbit,tahunTerbit,stok,kategori_id
647,Handbook of Religion and Social Institutions,Helen Rose Ebaugh,Springer Science & Business Media,2006,10,17
648,Religion as Social Capital,Corwin E. Smidt,Baylor University Press,2003,10,17
649,Religion of Twenty - Solusi Kedamaian Jagat Raya,Unknown,Majalah AULA,2022,10,17
650,"History, Religion, and Antisemitism",Gavin I. Langmuir,Univ of California Press,1990,10,17
651,Religion and Politics in South Africa,"Abdulkader Tayob, Wolfram Weisse",Waxmann Verlag,0,10,17
652,"Race, Nation, and Religion in the Americas","Henry Goldschmidt, Elizabeth McAlister",Oxford University Press,2004,10,17
653,"Philosophy, Religion, and the Question of Intolerance","Mehdi Amin Razavi, David Ambuel",SUNY Press,1997,10,17
654,"Psychoanalysis, Phenomenological Anthropology and Religion",Antoine Vergote,Leuven University Press,1998,10,17
655,Religion and Politics in Contemporary Iran,Shahrough Akhavi,SUNY Press,1980,10,17
656,The Burden of Black Religion,Curtis J. Evans,Oxford University Press,2008,10,17
657,"Religion in America, Or, An Account of the Origin, Progress, Relation to the State, and Present Condition of the Evangelical Churches in the United States",Robert Baird,Unknown,1844,10,17
658,The Ghost-dance Religion and the Sioux Outbreak of 1890,James Mooney,U of Nebraska Press,1991,10,17
659,Financing American Religion,"Mark Chaves, Sharon L. Miller",Rowman Altamira,1999,10,17
660,An Inquiry Concerning Religion,George Long,Unknown,1855,10,17
661,Volume 10: Philosophy of Religion,Guttorm Fløistad,Springer Science & Business Media,2009,10,17
662,Manual of the Science of Religion,Pierre Daniël Chantepie de la Saussaye,Unknown,1891,10,17
663,The Politics of Religion in Indonesia,"Michel Picard, Rémy Madinier",Routledge,2011,10,17
664,Introduction to the Science of Religion,Friedrich Max Müller,Unknown,1882,10,17
665,The Early Religion of Israel,James Robertson,Unknown,1892,10,17
666,Truth in Religion,Joseph B. Gross,Unknown,1881,10,17
667,Romanism the Religion of Human Nature,Richard Whately (Archbishop of Dublin.),Unknown,1878,10,17
668,"The Theories of Darwin and Their Relation to Philosophy, Religion, and Morality",Rudolf Schmid,Unknown,1883,10,17
669,An Essay on Disestablishment and the Voluntary Principle in Religion,W. Piercy Dimes,Unknown,1874,10,17
670,The Relations of the State University to Religion,Henry Simmons Frieze,Unknown,1888,10,17
671,The American Catalogue,Unknown,Unknown,1891,10,17
672,Japanese Religion,Japan. Bunkachō,"Tokyo ; Palo Alto [Calif.] : Kodansha International, c1972, 1974 printing.",1972,10,17
673,Rethinking Religion,John Haynes Holmes,Unknown,1938,10,17
674,Introduction to the Study of Religion,"Kathleen S. Nash, Mary N. MacDonald, Fred Glennon",Orbis Books,2013,10,17
675,"Religion, Terrorism and Globalization",K. K. Kuriakose,Unknown,2006,10,17
676,Popular Science,Unknown,Unknown,1950,10,18
702,Popular Science ,Unknown,Unknown,1998,10,18
716,PSIKOLOGI KESELAMATAN KERJA,Tulus Winarsunu,UMMPress,2024,10,19
717,Self-Help,Samuel Smiles,Pustaka Alvabet,2021,10,19
718,Tak Apa-apa Tak Sempurna (The Gifts of Imperfection),"Brene Brown, Ph.D.",Gramedia Pustaka Utama,2020,10,19
719,Jangan membuat masalah kecil menjadi masalah besar,Richard Carlson,Gramedia Pustaka Utama,1999,10,19
721,Big Magic,Elizabeth Gilbert,Mizan Kaifa,2017,10,19
722,The Happiness Project - Proyek Kebahagiaan,Gretchen Rubin,Gramedia Pustaka Utama,2013,10,19
723,Atomic Habits: Perubahan Kecil yang memberikan hasil luar biasa,James Clear,Gramedia pustaka utama,2019,10,19
724,Keajaiban yang Mengubah Hidup dari Bersikap Tidak Ambil Pusing,Sarah Knight,Gramedia Pustaka Utama,2020,10,19
725,Eat That Frog!,Brian Tracy,Pustaka Alvabet,2011,10,19
727,Think and grow rich,Napoleon Hill,Gramedia Pustaka Utama,2008,10,19
728,You Do You: Discovering Life through Experiments & Self-Awareness,Fellexandro Ruby,Gramedia Pustaka Utama,2020,10,19
731,"The Reconciliation Act of 2010, Volume II, March 17, 2010, 111-2 House Report 111-443",Unknown,Unknown,2010,10,19
732,Behavioral Therapy for Rural Substance Abusers,"Carl Leukefeld, Theodore Godlaski, James Clark, Cynthia Brown, Lon Hays",University Press of Kentucky,2014,10,19
733,Handbook of Psychotherapy Integration,"John C. Norcross, Marvin R. Goldfried",Oxford University Press,2019,10,19
734,Improving the Effectiveness of the Helping Professions,Morley D. Glicken,SAGE Publications,2004,10,19
735,Psychiatry: An evidence-based text,"Bassant Puri, Ian Treasaden",CRC Press,2009,10,19
736,Introduction to Clinical Psychology,"Geoffrey P. Kramer, Douglas A. Bernstein, Vicky Phares",Cambridge University Press,2019,10,19
737,Manual for Working with Parents of Adolescent Drug Users,Unknown,Unknown,1982,10,19
738,"More Than Fluency: the Social, Emotional, and Cognitive Dimensions of Stuttering","Barbara J. Amster, Evelyn R. Klein",Plural Publishing,2018,10,19
739,Mental Health Nursing E-Book,"Rob Newell, Kevin Gournay",Elsevier Health Sciences,2008,10,19
740,Public Health Reports,Unknown,Unknown,1999,10,19
741,Freedom Inc.: Gendered Capitalism in New Indian Literature and Culture,Mukti Lakhi Mangharam,Bloomsbury Publishing,2023,10,19
742,Learning from Resilient People,Morley D. Glicken,SAGE Publications,2006,10,19
743,The Oxford Handbook of Eating Disorders,W. Stewart Agras M.D.,Oxford University Press,2010,10,19
744,Handbook of Group Counseling and Psychotherapy,"Janice L. DeLucia-Waack, Deborah A. Gerrity, Cynthia R. Kalodner, Maria Riva",SAGE Publications,2003,10,19
745,Mental Health of Refugees,Paul M.G. Emmelkamp,Springer Nature,2023,10,19
746,Looking through the Speculum,Judith A. Houck,University of Chicago Press,2024,10,19
747,The Politicization of Safety,Jane K. Stoever,NYU Press,2019,10,19
748,Working With Troubled Men,Morley D. Glicken,Routledge,2006,10,19
749,Plan for Nationwide Action on Epilepsy,United States. Commission for the Control of Epilepsy and its Consequences,Unknown,1978,10,19
750,Violent Death,Edward K. Rynearson,Routledge,2006,10,19
751,HUD-space-science-veterans Appropriations for 1974,United States. Congress. House. Committee on Appropriations. Subcommittee on HUD-Space-Science-Veterans,Unknown,1973,10,19
752,The Army Lawyer,Unknown,Unknown,1996,10,19
753,After Homicide,Paul Elliott Rock,Oxford University Press,1998,10,19
754,Employment Law,"Timothy P. Glynn, Rachel S. Arnow-Richman, Charles A. Sullivan",Aspen Publishing,2019,10,19
755,Today’s Priorities in Mental Health,"S.H. Fine, R. Knell, T.Y. Lin",Springer Science & Business Media,2012,10,19
756,Emotionally Healthy Spirituality,Peter Scazzero,Literatur Perkantas Jatim,2020,10,20
757,"Spirituality, Health, and Healing","Caroline Young (MPH.), Cyndie Koopsen",Jones & Bartlett Learning,2005,10,20
758,"Spirituality, Values and Mental Health","Peter Gilbert, Vicky Nicholls, Mary Ellen Coyte",Jessica Kingsley Publishers,2007,10,20
760,"Generation Y, Spirituality and Social Change",Justine Afra Huxley,Jessica Kingsley Publishers,2019,10,20
761,Orang Berikut yang Kaujumpai di Surga (The Next Person you Meet in Heaven),Mitch Albom,Gramedia Pustaka Utama,2019,10,20
762,Spiritual Health,John W. Fisher,UoM Custom Book Centre,2010,10,20
763,"Transcendental Spirituality, Wisdom and Virtue",Douglas Charles Hodgson,John Hunt Publishing,2023,10,20
764,Supporting Children and Youth Through Spiritual Education,"Kirmani, Mubina Hassanali, Chapman, Amy L., Steele, Barbara M., Moallem, Mahnaz, Schroth, Stephen T.",IGI Global,2023,10,20
765,Ministering Spiritually to Families,"William Jeynes, Enedina Martinez",Springer,2015,10,20
766,Spiritual Diversity in Social Work Practice,"Edward R. Canda, Leola Dyrud Furman",Oxford University Press,2009,10,20
767,The Spiritual Indian Corporate,Dr. Anshul Gupta,Notion Press,2023,10,20
768,The Spiritual Self,Abraham J Twerski,Simon and Schuster,2011,10,20
769,A Spiritual Life,Allan Hugh Cole,Westminster John Knox Press,2011,10,20
770,Spiritual and Religious Education,"Mal Leicester, Sohan Modgil",Routledge,2005,10,20
771,The Fall of Spirituality,Julius Evola,Simon and Schuster,2021,10,20
772,Re-Enchanting Education and Spiritual Wellbeing,"Marian de Souza, Anna Halafoff",Routledge,2017,10,20
773,Psikologi Kepribadian dalam Perspektif Spiritual Ilahiah,Nisa Rachmah Nur Anganthi,Muhammadiyah University Press,2020,10,20
774,Spiritual Direction and the Care of Souls,"Gary W. Moon, David G. Benner",InterVarsity Press,2009,10,20
775,The Seat of the Soul,Gary Zukav,Pustaka Alvabet,2017,10,20
776,Spirituality as a Public Good,Luk Bouckaert,Garant,2007,10,20
777,Preaching as Spiritual Leadership,"Michael E. Connors, CSC",Liturgy Training Publications,2021,10,20
778,How an Engineering Professor Becomes a Spiritual Philosopher,Tommy S. W. Wong,Tommy S. W. Wong,2016,10,20
779,Anabaptist/Mennonite Faith and Economics,"Calvin Wall Redekop, Victor A. Krahn, Samuel J. Steiner",University Press of America,1994,10,20
780,Beware the Spiritual Trap,Gaurav,Kamini,2024,10,20
781,Women's Spiritual Leadership in Africa,Faith Wambura Ngunjiri,State University of New York Press,2010,10,20
782,Spiritual Tourism,Alex Norman,Bloomsbury Publishing,2011,10,20
783,Handbook of Spirituality for Ministers,Robert J. Wicks,Paulist Press,1995,10,20
784,Spiritually Transformative Psychotherapy,Steven R. Vazquez,Rowman & Littlefield,2016,10,20
785,SQ - Kecerdasan Spiritual,"Danah Zohar, Ian Marshall",Mizan Pustaka,2007,10,20
786,"Religion, Spirituality, and Masculinity","Anthony Isacco, Jay C. Wade",Routledge,2019,10,20
788,Studying Christian Spirituality,David B. Perrin,Routledge,2007,10,20
789,The College Student's Introduction to Theology,Thomas P. Rausch,Liturgical Press,1993,10,20
790,The Secret Spiritual World of Children,"Tobin Hart, PhD",New World Library,2010,10,20
792,The Power Of Now : Pedoman Menuju Pencerahan Spiritual,Eckhart Tolle,Bhuana Ilmu Populer,2021,10,20
793,Rediscovering the Spiritual Disciplines for Today's Ministry Leadership: A Journey of Proactive Spiritual Formation for Leaders,Dr. Steve A. Maglio,"Covenant Books, Inc.",2021,10,20
794,Managing Stress,Brian Luke Seaward,Jones & Bartlett Learning,2006,10,20
795,Religion and Spirituality in Psychiatry,"Philippe Huguelet, Harold G. Koenig",Cambridge University Press,2009,10,20
796,Practical Sports Nutrition,Louise Burke,Human Kinetics,2007,10,21
